Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,Gives_Dividends
RTN,Raytheon Co.,Industrials,5.297016520814989,3.2876553402630266,1.5612764,6.95,147.86,213.45,24.801925631137284,22.07600341479599,1.1920518715114923,1.8373699804801074,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTN,Yes
O,Realty Income Corporation,Real Estate,3.8828001467512427,2.805781689595545,5.372036,1.12,48.89,63.6,23.34684270687592,20.796114732009418,2.8086837020089535,1.0715836162801904,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O,Yes
RHT,Red Hat Inc.,Information Technology,4.833500263989602,4.393213824064446,0.0,1.68,78.48,135.77,23.85002303448018,20.11042410061865,2.2194292194444096,2.8148097376737438,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHT,No
REG,Regency Centers Corporation,Real Estate,4.035655565873421,2.7893229212309465,3.6850338,1.43,56.66,72.05,23.01158642339457,20.00507978590575,2.692067285410393,0.9202827531436926,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG,Yes
REGN,Regeneron,Health Care,5.779569987971662,3.3648791189880436,0.0,7.74,319.5,543.5518,24.3054051920482,21.437763466406444,2.249754828599302,1.9300710850255671,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN,No
RF,Regions Financial Corp.,Financials,2.9391619220655967,2.9391619220655967,1.8987342,1.0,13.0,19.9,23.79134853912536,0.0,1.4984551772330692,0.8415671856782186,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF,Yes
RSG,Republic Services Inc,Industrials,4.154498485041848,3.3006401266708405,2.1362228,1.77,57.53,69.4,23.795537945534285,21.729031575613934,1.3568960854932597,1.3428648031925547,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG,Yes
RMD,ResMed,Health Care,4.502694394398855,3.482470101790892,1.5120423,2.41,67.04,104.78,23.306026601475466,20.272189159155634,1.9690780737672255,2.0294631718735947,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD,Yes
RHI,Robert Half International,Industrials,3.9751855803857863,3.0530573401732606,1.7075773,2.32,42.92,60.59,22.675891312780895,20.152683133378066,0.8471722239238451,1.9430489167742813,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI,Yes
ROK,Rockwell Automation Inc.,Industrials,5.1914557247639435,3.3134584673541485,1.7692552,6.35,147.67,210.72,23.906440551200145,21.003318882989443,1.560372450373681,2.479894107964456,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK,Yes
COL,Rockwell Collins,Industrials,4.9001505609209834,3.1480240838962494,0.9748892,4.8,89.9,139.63,23.823262200368088,21.251538374905746,1.5647068290386552,1.4951487660319727,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COL,Yes
ROP,Roper Technologies,Industrials,5.562218910334414,3.3523572162426816,0.61985797,9.38,191.22,290.415,24.028238245041322,21.16487577933374,1.9418433909930513,1.6544112780768316,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP,Yes
ROST,Ross Stores,Consumer Discretionary,4.331522502500114,3.314913013065143,0.82061803,2.83,52.85,85.66,24.117893898028864,21.532865835927073,1.379634609118895,2.423031246069913,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST,Yes
RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,4.8158362157911885,2.848391685655282,1.8674136,7.53,93.4,135.65,24.03447094690904,21.779773712271645,1.4116358119496863,1.269760544863939,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL,Yes
SPGI,"S&P Global, Inc.",Financials,5.160835323226774,3.3456846717318967,1.0947506,7.95,124.64,185.38,24.564564830492646,21.82885373968196,2.420786174590381,3.9427461780709865,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI,Yes
CRM,Salesforce.com,Information Technology,4.654246023634684,6.2560379081853315,0.0,0.27,79.63,114.52,25.098885931006127,20.646173108219852,2.431319366569771,2.2834022735772717,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM,No
SBAC,SBA Communications,Real Estate,5.080472253685035,5.3023591873743685,0.0,0.62,103.51,177.67,23.69736741036179,20.794879272686835,2.7843447856375647,4.522223265167165,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC,No
SCG,SCANA Corp,Utilities,3.6000482404073204,2.277267285009756,6.6830335,4.16,35.31,71.28,22.377571733371365,21.10101710717246,0.9752028293339309,0.6523251860396903,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCG,Yes
SLB,Schlumberger Ltd.,Energy,4.225372824628505,3.8271184983377022,2.8673835,-1.08,61.02,82.71,25.293112541419717,21.89326812201156,1.4421506442221272,1.2919836816486494,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB,Yes
SNI,Scripps Networks Interactive Inc.,Consumer Discretionary,4.471181545984774,2.8355635214011694,1.3761468,5.18,64.87,88.87,23.150600082565234,21.02415456706562,1.6815872104946281,1.6524974018945473,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNI,Yes
STX,Seagate Technology,Information Technology,3.8803259186848913,2.5265283244788197,5.085772,2.58,30.6,56.45,23.37037620512922,21.31714501639987,0.8350181148387467,2.6623552418400807,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX,Yes
SEE,Sealed Air,Materials,3.775515760773483,3.105035008444441,1.4427412,2.46,41.22,50.62,22.802949649026402,20.69249730430602,1.2441565247926385,2.446685436967803,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEE,Yes
SRE,Sempra Energy,Utilities,4.647846460268528,3.0027078872904163,3.1607263,5.45,100.63,122.975,23.98764499162867,22.048482348823455,1.4238381883162412,1.091923300517313,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE,Yes
SHW,Sherwin-Williams,Materials,5.962679195676229,3.3232358401924436,0.8426688,18.61,302.0101,435.15,24.353747737630417,21.493683270553777,1.2606199358166705,2.668616131856803,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW,Yes
SIG,Signet Jewelers,Consumer Discretionary,3.919594270924464,2.0347056478384444,2.4730754,7.03,46.09,77.94,21.83323853444755,20.563918344885025,0.5633060562262184,0.8671004876833833,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SIG,Yes
SPG,Simon Property Group Inc,Real Estate,5.031613700481447,2.67827804276854,5.0368075,6.25,150.15,187.35,24.59737593593475,22.207484005051345,2.2777282044111122,2.65605490598383,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG,Yes
SWKS,Skyworks Solutions,Information Technology,4.605570106009418,2.859339648648436,1.2629502,5.41,90.53,117.65,23.640662494911528,20.83918046243332,2.0757401625197884,1.6582280766035324,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS,Yes
SLG,SL Green Realty,Real Estate,4.517540436027117,2.712706012638404,3.4998922,0.88,91.2,115.34,22.877085729385094,20.494970288105264,2.0257781249806306,0.8415671856782186,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLG,Yes
SNA,Snap-On Inc.,Consumer Discretionary,5.060821309009427,2.8219739474205245,1.968433,9.2,140.83,185.47,22.974463708720865,20.70530551258754,1.5066255474809553,1.43746264769429,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA,Yes
SO,Southern Co.,Utilities,3.7932394694381792,2.8201877010390604,5.3530226,2.53,42.63,53.51,24.49596295987847,22.517023309003473,1.2550632351380628,1.0367368849500223,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO,Yes
LUV,Southwest Airlines,Industrials,4.036538880125714,2.826721730819709,0.863707,5.82,49.76,66.985,24.2599031282969,22.234649809125727,0.9667897969450854,1.5769147207285403,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV,Yes
SWK,Stanley Black & Decker,Consumer Discretionary,5.036043098030789,3.071303460401065,1.5775635,8.05,121.09,176.62,23.921791988636915,21.540663980285792,1.0798795887953974,1.4678743481123135,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK,Yes
SBUX,Starbucks Corp.,Consumer Discretionary,4.00314259879563,3.2950958507796098,2.203452,1.97,52.58,64.87,25.06119658209584,22.71952955340558,1.490484159255307,2.664446563620078,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX,Yes
STT,State Street Corp.,Financials,4.6005595734304086,2.7942278973432626,1.6228749,5.23,75.27,114.27,24.36240640114418,0.0,1.4499900271548736,1.0818051703517284,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT,Yes
SRCL,Stericycle Inc,Industrials,4.27039650600246,2.848391685655282,0.0,2.08,61.25,88.0,22.550804252114393,19.536100987547616,1.1819518327224459,1.1474024528375417,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRCL,No
SYK,Stryker Corp.,Health Care,5.004013417787369,3.1970391302590264,1.2234008,2.68,122.01,170.0,24.775208976706274,21.775135863411673,1.7290975861033366,1.8779371654691073,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK,Yes
STI,SunTrust Banks,Financials,4.2017030805426,2.847812143477369,2.3185046,4.48,51.96,72.06,24.20447356609698,0.0,1.460692978532187,0.8671004876833833,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STI,Yes
SYMC,Symantec Corp.,Information Technology,3.2805352052549286,3.6980869348648495,1.1286682,-0.17,25.65,34.2,23.527867705373147,20.92783800349018,1.5154896507980644,1.4724720573609429,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYMC,Yes
SYF,Synchrony Financial,Financials,3.582963228522387,2.66374994220563,1.6,2.41,26.01,40.59,24.086891145735418,0.0,1.134514135086339,1.0885619528146082,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYF,Yes
SNPS,Synopsys Inc.,Information Technology,4.426282725928419,4.230040277676,0.0,0.87,64.75,94.8,23.270134870916255,20.178269661534387,1.9846175436699869,1.6054298910365616,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS,No
SYY,Sysco Corp.,Consumer Staples,4.060443010546419,3.177220149599368,2.4644873,2.08,48.85,64.27,24.13919815029567,21.818112712335452,0.5478632827125411,2.667228206581955,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY,Yes
TROW,T. Rowe Price Group,Financials,4.63463189613771,3.040705639196722,2.140443,4.75,66.7,120.07,23.974061365651913,21.5480551269964,2.1271734913758764,1.724550719534605,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW,Yes
TGT,Target Corp.,Consumer Discretionary,4.2781927309286685,2.7206373166076814,3.3856654,4.71,48.56,78.7,24.407552172321918,22.684064598636223,0.5904162046302188,1.4929040961781488,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT,Yes
TEL,TE Connectivity Ltd.,Information Technology,4.567156743789875,3.031099417391282,1.6062645,4.71,71.93,108.23,24.27814711285124,21.75181325152376,1.273527737826436,1.5260563034950492,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL,Yes
FTI,TechnipFMC,Energy,3.40452517175483,2.9841656371825254,1.7060367,0.0,24.53,35.0,23.37390331818152,20.10739045371437,0.940622303687392,0.7227059828014898,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTI,Yes
TXN,Texas Instruments,Information Technology,4.5916795958055925,3.2208738275308737,2.4318495,3.6,74.52,120.75,25.331057847656375,22.671031406643777,2.0740801199092824,2.334083760053417,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN,Yes
TXT,Textron Inc.,Industrials,4.034948352265444,3.141130476243348,0.1381454,1.14,45.0,62.19,23.448151676942732,21.097584216745496,0.7249217301028797,1.2725655957915476,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT,Yes
BK,The Bank of New York Mellon Corp.,Financials,3.9943400479173596,2.757475084429733,1.7347307,3.73,44.91,58.99,24.750114708257893,0.0,1.4778305419769933,0.9122827104766162,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK,Yes
CLX,The Clorox Company,Consumer Staples,4.8579502064306075,3.1962211343033946,2.6286967,5.33,124.09,150.4,23.529072798471713,20.981776532870114,1.334654427712608,3.1188344706879745,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX,Yes
COO,The Cooper Companies,Health Care,5.412404692585804,3.1763857732472487,0.026033757,7.52,187.02,256.39,23.147887850850584,20.238270391505605,2.061003411783519,1.5195132049061133,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO,Yes
HSY,The Hershey Company,Consumer Staples,4.591578232468624,3.068517943279639,2.6494346,3.66,98.851,116.49,23.76144783655461,21.06267874626257,1.345386711889709,3.2824138456721883,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY,Yes
MOS,The Mosaic Company,Materials,3.2240623515555007,3.2051824977361982,0.3960396,0.85,19.23,34.36,22.998167467745024,20.876072758048466,1.0353869671286107,0.6626879730752367,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS,Yes
TRV,The Travelers Companies Inc.,Financials,4.912728412444662,2.8610573702273894,2.0261714,7.31,113.76,150.55,24.384340593738845,0.0,0.8475064100677786,0.9669838461896731,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV,Yes
DIS,The Walt Disney Company,Consumer Discretionary,4.628398312107299,2.932792473780117,1.6036655,5.7,96.2,116.1,25.78470370258679,23.252508300634183,1.6021224797857685,1.572773928062509,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS,Yes
TMO,Thermo Fisher Scientific,Health Care,5.29696645447708,3.1285133847878095,0.3276319,5.6,151.69,226.44,25.14483268115705,22.281684101969265,1.612566214191762,1.4770487243883548,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO,Yes
TIF,Tiffany & Co.,Consumer Discretionary,4.611351045063173,3.332204510175204,1.9402406,3.55,77.93,111.44,23.27353218007091,20.6714460892698,1.7077885562486992,1.6034198401085376,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TIF,Yes
TWX,Time Warner Inc.,Consumer Discretionary,4.5435075255959845,2.7942278973432626,1.6927768,6.62,85.88,103.9,25.029838594155684,22.760712822053932,1.2159800084631693,1.3164082336557241,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TWX,Yes
TJX,TJX Companies Inc.,Consumer Discretionary,4.3222766302681075,3.0914968955383704,1.64042,3.46,66.44,81.46,24.598239947461376,22.24936909607816,1.0747839008612308,2.4292177439274116,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX,Yes
TMK,Torchmark Corp.,Financials,4.400848388914469,2.8914822521801917,0.7204611,4.5,73.53,93.595,22.986529077352756,0.0,1.4129281128702529,1.0577902941478545,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMK,Yes
TSS,Total System Services,Information Technology,4.408790271943096,3.2902658209548736,0.6091133,3.16,50.96,89.92,23.47660491280413,20.81633168284374,1.4292456071743387,2.0241930674493576,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSS,Yes
TSCO,Tractor Supply Company,Consumer Discretionary,4.203796695783181,3.0238337036648657,1.6030874,3.3,49.87,82.68,22.858528860754465,20.571883489581797,0.7720565539450339,1.9473377010464987,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO,Yes
TRIP,TripAdvisor,Consumer Discretionary,3.714790835898437,4.078215180292217,0.0,0.81,29.5,53.29,22.463907173462758,19.27083167759548,1.7214402721314572,1.501852701754163,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRIP,No
FOXA,Twenty-First Century Fox Class A,Consumer Discretionary,3.571221410645704,2.934388643312939,0.9983361,1.59,24.81,39.135,24.508071075046075,22.387191934853977,1.1339896319385863,1.631199404215613,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA,Yes
FOX,Twenty-First Century Fox Class B,Consumer Discretionary,3.5579161895951237,2.9215473753646144,1.0084034,1.59,24.3,38.56,24.91496868477759,22.387191934853977,1.4268325233635757,1.6174060820832772,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX,Yes
TSN,Tyson Foods,Consumer Staples,4.316420877575887,2.702702594775615,1.6353229,4.79,57.2,84.65,24.017528382914573,21.647921485548864,0.6613003406554432,1.2669476034873244,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN,Yes
USB,U.S. Bancorp,Financials,3.9824814690767076,2.7942278973432626,2.189781,3.52,49.535,58.5,25.233467059787152,0.0,1.5638869832736666,1.128171090909654,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB,Yes
UDR,UDR Inc,Real Estate,3.5240048109237025,2.933324813425374,3.668639,1.08,33.31,40.71,22.926047657827585,20.31550960772356,2.592701375351495,1.451613827240533,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR,Yes
ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,5.347536010335536,3.4986265269937014,0.0,6.52,187.96,314.86,23.31102988179818,20.725356650671266,1.4765717385025532,2.201659174404085,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA,No
UAA,Under Armour Class A,Consumer Discretionary,2.6490076604684267,3.498021566297695,0.0,0.45,11.4,23.46,22.49088860758527,19.805165972077585,0.9563987435693235,1.3137236682850553,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAA,No
UA,Under Armour Class C,Consumer Discretionary,2.5610957881455465,3.4061849231731944,0.0,0.45,10.36,21.805,22.40346579248005,19.805165972077585,0.9057872428572156,1.252762968495368,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UA,No
UAL,United Continental Holdings,Industrials,4.164647686064525,2.2874714551839976,0.0,7.05,56.51,83.04,23.686632920413167,22.503121401840303,0.4068305754331924,1.128171090909654,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL,No
UNH,United Health Group Inc.,Health Care,5.382014925569603,3.112181086197238,1.3284917,10.71,156.49,250.79,26.111582995999868,23.582834685744825,0.7373227136785888,1.742219023667919,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH,Yes
UPS,United Parcel Service,Industrials,4.703022586155596,2.958549482426275,2.9666696,5.62,102.12,135.53,25.292149113042306,22.792530772300964,0.9060229178285313,4.185098925490565,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS,Yes
URI,"United Rentals, Inc.",Industrials,5.093688849231541,2.8524391037275145,0.0,15.72,100.621,189.0,23.408044278521626,21.738496517037788,1.1563344435761982,1.7101878155342434,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI,No
UTX,United Technologies,Industrials,4.855773250198451,3.0086484988205373,2.1216943,5.7,107.05,139.24,25.38090771125562,23.08260926385355,1.0051848454025356,1.4816045409242156,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UTX,Yes
UHS,"Universal Health Services, Inc.",Health Care,4.752468873008971,2.794839331174601,0.34153005,7.14,95.26,129.74,23.13165812165368,21.239797550572895,0.839783786021156,1.1662709371419244,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS,Yes
UNM,Unum Group,Financials,3.8891637112820634,2.5265283244788197,1.8189007,4.38,43.55,58.73,23.144205563892292,0.0,0.6923930963098711,0.7839015438284094,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNM,Yes
VFC,V.F. Corp.,Consumer Discretionary,4.378896741664954,3.292126286607793,2.2865665,2.55,48.05,82.95,24.18265809584767,21.208429594162137,1.5499202377255903,2.1849270495258133,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC,Yes
VLO,Valero Energy,Energy,4.474719756604026,2.9826470340053355,3.5618877,9.24,60.69,99.95,24.394803515789558,22.409849958742317,0.3514958153760661,1.0750024230289759,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO,Yes
VAR,Varian Medical Systems,Health Care,4.734618253174978,3.4317265866969784,0.0,2.69,77.73,130.29,23.092825393104462,20.03131793895955,1.602458653971033,2.1186622548331173,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VAR,No
VTR,Ventas Inc,Real Estate,3.9497040723958348,2.580974118534234,5.965641,1.86,51.8,72.36,23.660627148568114,21.383854185186337,2.0886551532021467,1.0152306797290584,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR,Yes
VRSN,Verisign Inc.,Information Technology,4.669271111394615,3.417726683613366,0.0,3.43,81.17,118.28,23.098635096178224,20.459123193399822,2.59539119017992,2.469793011977952,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN,No
VRSK,Verisk Analytics,Industrials,4.535605722602182,3.3958497753355603,0.0,3.45,75.6,100.54,23.47019548451551,20.73440358234579,2.392012000240029,2.336019869080283,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK,No
VZ,Verizon Communications,Telecommunication Services,3.9128226855987105,2.644755350729896,4.626544,7.36,42.8,54.77,26.061247457908184,24.54634833309977,0.9727672421596014,2.192770226986839,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ,Yes
VRTX,Vertex Pharmaceuticals Inc,Health Care,5.027820118850356,5.536034209711707,0.0,1.04,84.39,174.955,24.39625435501401,18.395998641556762,2.844060418899486,3.1315734964654043,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX,No
VIAB,Viacom Inc.,Consumer Discretionary,3.5177945292459696,2.2700619012884857,2.622091,4.68,22.13,46.72,23.084214929580828,22.446032434866087,0.7383484361037812,1.1249295969854831,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB,Yes
V,Visa Inc.,Information Technology,4.74371399543615,3.518091133133655,0.70204765,2.8,84.88,126.88,26.32183120497233,23.294808793470377,2.7365504497460256,2.341805806147327,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V,Yes
VNO,Vornado Realty Trust,Real Estate,4.207375584184147,2.8460714989995846,3.744428,4.33,66.0101,111.72,23.271051812793786,0.0,2.0979075285210187,1.5325568680981427,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO,Yes
VMC,Vulcan Materials,Materials,4.807866102033196,3.735285826928092,0.7797879,3.1,108.95,141.2,23.554368851646725,20.69381231019321,1.9106807605293235,1.5129270120532565,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC,Yes
WMT,Wal-Mart Stores,Consumer Staples,4.615318517039906,3.1822118404966093,1.983471,4.39,66.89,109.98,26.442530940142923,24.14821229681196,0.59938264862628,1.5871923034867808,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT,Yes
WBA,Walgreens Boots Alliance,Consumer Staples,4.237289838207198,2.6658383522929006,2.2368238,3.78,63.82,88.0,24.984007808051942,22.68096338385908,0.4640099530008554,1.4011829736136414,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA,Yes
WM,Waste Management Inc.,Industrials,4.383525510797617,3.2718477096343066,2.0800195,2.66,69.55,89.73,24.29247416183909,22.083216222983374,1.4536648606061375,2.0451088625993306,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM,Yes
WAT,Waters Corporation,Health Care,5.261601513611377,3.319263998899469,0.0,0.19,145.94,220.2,23.49985147169128,20.466994573689444,2.077240546265528,1.9671123567059163,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT,No
WEC,Wec Energy Group Inc,Utilities,4.102643365036796,3.0238337036648657,3.691948,3.79,56.63,70.09,23.661914240623158,21.729945568913678,1.2480144836937108,1.1314021114911006,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC,Yes
WFC,Wells Fargo,Financials,4.032469158504013,2.6796507265805123,2.7111576,4.07,49.27,66.31,26.36326904269699,0.0,1.3539827172844359,0.9477893989335261,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC,Yes
HCN,Welltower Inc.,Real Estate,4.019441402195416,2.620311286794203,6.1538463,2.81,55.29,78.17,23.765102720366265,21.369454001286712,2.0444900424503554,0.9122827104766162,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCN,Yes
WDC,Western Digital,Information Technology,4.395559648956466,2.4150205223238337,2.389201,1.29,71.38,95.77,23.932507311911806,22.365945083353775,0.8089295495501072,1.0986122886681098,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC,Yes
WU,Western Union Co,Information Technology,2.9861868607104594,2.413231613081109,3.5915854,0.51,18.39,22.21,22.91509915284767,20.358846699713926,1.1714816369009817,2.613739521630969,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU,Yes
WRK,WestRock Company,Materials,4.1260047149499695,3.1888289035159043,2.6699784,2.77,49.23,71.55,23.522578076933335,21.539647832283013,0.730339395393258,0.9477893989335261,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRK,Yes
WY,Weyerhaeuser Corp.,Real Estate,3.543853682063679,3.5635996376871786,3.7079954,0.77,30.9504,37.89,23.984062494093866,21.034420266315934,1.5346452690234202,1.3609765531356006,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY,Yes
WHR,Whirlpool Corp.,Consumer Discretionary,5.1116865381659835,2.547098670044448,2.5652986,4.51,158.8,202.99,23.222890312970144,21.334117775322415,0.4578348579096383,1.2725655957915476,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR,Yes
WMB,Williams Cos.,Energy,3.386422096080001,3.9001528328576587,4.0,-0.57,26.8188,33.67,23.934206117343948,22.098246438418872,1.6673830889173598,1.3887912413184778,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB,Yes
WLTW,Willis Towers Watson,Financials,5.032788098737389,2.979094632400968,1.347058,3.07,120.869,165.0,23.757269783794325,21.087908951228766,1.4925593850867134,1.1314021114911006,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW,Yes
WYN,Wyndham Worldwide,Consumer Discretionary,4.7410987032123355,2.9841656371825254,1.9541779,5.53,80.11,127.96,23.20765866216584,20.931904702869428,1.3172679712140605,2.991222118076105,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYN,Yes
WYNN,Wynn Resorts Ltd,Consumer Discretionary,5.137444140959952,3.487375077903208,1.1279043,7.27,92.67,203.63,23.6260820913349,21.12959790313779,1.2466465872272627,3.9644256842211942,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN,Yes
XEL,Xcel Energy Inc,Utilities,3.77138067562568,2.9517803860248084,3.3914273,2.21,41.16,52.22,23.79408758319627,22.080601925728075,1.2585905266742634,1.0784095813505903,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL,Yes
